loan_amnt,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,purpose,loan_status,dti,installment,home_ownership,verification_status,emp_length,addr_state,Income Band,Default
40000,40000, 36 months,16.14,C,C4,105000.0,debt_consolidation,Current,25.45,1409.05,RENT,Source Verified,2 years,NV,High Income,0
30000,30000, 60 months,10.33,B,B1,55000.0,debt_consolidation,Current,11.39,642.3,RENT,Not Verified,10+ years,AZ,Medium Income,0
5000,5000, 36 months,19.92,D,D3,68500.0,debt_consolidation,Current,31.36,185.62,MORTGAGE,Verified,1 year,NH,Medium Income,0
14000,14000, 60 months,11.8,B,B4,60000.0,credit_card,Current,19.88,310.01,OWN,Not Verified,7 years,AZ,Medium Income,0
35000,35000, 60 months,22.35,D,D5,78000.0,debt_consolidation,Current,26.79,973.64,RENT,Not Verified,3 years,FL,Medium Income,0
18000,18000, 36 months,8.81,A,A5,80000.0,credit_card,Current,17.7,570.81,RENT,Not Verified,3 years,CA,Medium Income,0
12000,12000, 36 months,12.98,B,B5,92000.0,debt_consolidation,Current,11.67,404.22,MORTGAGE,Not Verified,< 1 year,ND,High Income,0
36000,36000, 36 months,7.02,A,A2,89000.0,debt_consolidation,Current,20.56,1111.91,MORTGAGE,Not Verified,< 1 year,GA,High Income,0
12000,12000, 60 months,18.94,D,D2,325000.0,car,Current,11.27,310.9,MORTGAGE,Not Verified,< 1 year,FL,Very High Income,0
5000,5000, 36 months,7.02,A,A2,51600.0,other,Current,63.29,154.44,MORTGAGE,Verified,10+ years,OR,Medium Income,0
4000,4000, 36 months,12.98,B,B5,71000.0,debt_consolidation,Current,14.25,134.74,RENT,Not Verified,10+ years,MS,Medium Income,0
32000,32000, 60 months,14.47,C,C2,34000.0,debt_consolidation,Current,55.21,752.41,MORTGAGE,Verified,10+ years,VA,Low Income,0
4000,4000, 36 months,16.14,C,C4,75271.0,home_improvement,Current,33.13,140.91,MORTGAGE,Not Verified,10+ years,SD,Medium Income,0
20000,20000, 60 months,22.35,D,D5,24000.0,other,Current,22.5,556.37,MORTGAGE,Source Verified,6 years,OR,Low Income,0
35000,35000, 36 months,7.56,A,A3,125000.0,credit_card,Current,1.13,1089.69,MORTGAGE,Verified,10+ years,CA,Very High Income,0
1000,1000, 36 months,16.14,C,C4,25000.0,debt_consolidation,Current,15.22,35.23,RENT,Not Verified,10+ years,TX,Low Income,0
6000,6000, 36 months,13.56,C,C1,55000.0,other,Current,27.58,203.79,RENT,Source Verified,10+ years,NJ,Medium Income,0
4800,4800, 36 months,6.46,A,A1,72000.0,debt_consolidation,Current,21.62,147.03,OWN,Not Verified,1 year,GA,Medium Income,0
7000,7000, 36 months,15.02,C,C3,68000.0,home_improvement,Current,3.66,242.73,RENT,Not Verified,< 1 year,NY,Medium Income,0
2500,2500, 36 months,24.37,E,E2,16500.0,debt_consolidation,Current,8.73,98.57,OWN,Not Verified,< 1 year,CA,Low Income,0
6000,6000, 36 months,11.31,B,B3,100500.0,debt_consolidation,Current,5.16,197.32,MORTGAGE,Source Verified,2 years,VA,High Income,0
12000,12000, 60 months,11.8,B,B4,118500.0,credit_card,Current,17.25,265.73,RENT,Not Verified,1 year,HI,High Income,0
40000,40000, 60 months,12.98,B,B5,156000.0,debt_consolidation,Current,8.63,909.72,RENT,Not Verified,1 year,GA,Very High Income,0
22000,22000, 36 months,13.56,C,C1,30000.0,debt_consolidation,Current,15.48,747.22,MORTGAGE,Verified,10+ years,IN,Low Income,0
18000,18000, 60 months,16.14,C,C4,70000.0,home_improvement,Current,12.72,439.07,MORTGAGE,Verified,5 years,MN,Medium Income,0
18000,18000, 36 months,11.31,B,B3,85000.0,debt_consolidation,Current,18.16,591.95,MORTGAGE,Source Verified,10+ years,CA,High Income,0
1000,1000, 36 months,13.56,C,C1,35200.0,debt_consolidation,Current,13.84,33.97,OWN,Verified,5 years,MI,Low Income,0
10000,10000, 60 months,13.56,C,C1,50800.0,credit_card,Current,8.95,230.41,RENT,Not Verified,10+ years,VA,Medium Income,0
25000,25000, 60 months,16.14,C,C4,47570.0,home_improvement,Current,25.53,609.82,OWN,Verified,10+ years,IL,Medium Income,0
7500,7500, 36 months,8.81,A,A5,22000.0,credit_card,Current,33.72,237.84,RENT,Source Verified,1 year,FL,Low Income,0
5000,5000, 36 months,8.81,A,A5,35000.0,debt_consolidation,Current,11.04,158.56,RENT,Not Verified,10+ years,CA,Low Income,0
24000,24000, 36 months,8.81,A,A5,125000.0,credit_card,Fully Paid,14.75,761.08,MORTGAGE,Source Verified,< 1 year,IN,Very High Income,0
9000,9000, 36 months,10.33,B,B1,100000.0,debt_consolidation,Current,22.02,291.81,RENT,Not Verified,3 years,IL,High Income,0
20000,20000, 60 months,22.35,D,D5,60000.0,debt_consolidation,Current,30.82,556.37,RENT,Source Verified,5 years,NY,Medium Income,0
40000,40000, 60 months,8.19,A,A4,173000.0,debt_consolidation,Current,23.83,814.7,MORTGAGE,Source Verified,10+ years,WI,Very High Income,0
1000,1000, 36 months,23.4,E,E1,40000.0,car,Current,15.36,38.92,RENT,Source Verified,< 1 year,IN,Low Income,0
15000,15000, 36 months,10.33,B,B1,68500.0,credit_card,Current,16.77,486.34,RENT,Not Verified,2 years,FL,Medium Income,0
9500,9500, 36 months,6.46,A,A1,20000.0,credit_card,Current,34.51,291.0,RENT,Not Verified,< 1 year,CA,Low Income,0
40000,40000, 60 months,8.19,A,A4,75000.0,debt_consolidation,Current,18.42,814.7,MORTGAGE,Source Verified,10+ years,FL,Medium Income,0
6000,6000, 36 months,14.47,C,C2,130000.0,medical,Current,17.33,206.44,MORTGAGE,Not Verified,10+ years,NJ,Very High Income,0
16000,16000, 36 months,10.72,B,B2,80000.0,credit_card,Current,26.42,521.71,MORTGAGE,Not Verified,10+ years,KS,Medium Income,0
40000,40000, 60 months,10.33,B,B1,174000.0,debt_consolidation,Current,7.19,856.4,MORTGAGE,Not Verified,< 1 year,GA,Very High Income,0
15000,15000, 36 months,10.33,B,B1,61000.0,credit_card,Current,20.72,486.34,RENT,Source Verified,3 years,WA,Medium Income,0
6125,6125, 36 months,10.72,B,B2,95000.0,small_business,Current,22.2,199.72,MORTGAGE,Not Verified,8 years,IL,High Income,0
9700,9700, 36 months,10.72,B,B2,45000.0,other,Current,10.96,316.29,RENT,Source Verified,8 years,TX,Medium Income,0
30000,30000, 60 months,25.34,E,E3,51750.0,debt_consolidation,Current,31.59,886.53,MORTGAGE,Source Verified,5 years,IL,Medium Income,0
10000,10000, 36 months,8.19,A,A4,72000.0,credit_card,Current,11.47,314.25,RENT,Source Verified,1 year,IL,Medium Income,0
40000,40000, 60 months,16.91,C,C5,123000.0,debt_consolidation,Current,6.36,992.17,MORTGAGE,Source Verified,10+ years,CA,Very High Income,0
30725,30725, 36 months,11.8,B,B4,148000.0,other,Current,25.18,1017.58,MORTGAGE,Source Verified,< 1 year,AK,Very High Income,0
5000,5000, 36 months,18.94,D,D2,41000.0,debt_consolidation,Current,30.24,183.13,RENT,Not Verified,4 years,AZ,Medium Income,0
10000,10000, 36 months,12.98,B,B5,72000.0,credit_card,Current,20.67,336.85,RENT,Not Verified,10+ years,MI,Medium Income,0
7925,7925, 36 months,8.81,A,A5,38412.0,debt_consolidation,Current,16.18,251.32,RENT,Not Verified,10+ years,WA,Low Income,0
14000,14000, 60 months,24.37,E,E2,65000.0,debt_consolidation,Current,30.48,405.77,RENT,Not Verified,10+ years,MO,Medium Income,0
10000,10000, 36 months,13.56,C,C1,51000.0,credit_card,Current,24.02,339.65,MORTGAGE,Source Verified,10+ years,AZ,Medium Income,0
7000,7000, 36 months,11.31,B,B3,30000.0,debt_consolidation,Current,26.04,230.21,OWN,Not Verified,7 years,TX,Low Income,0
19000,19000, 60 months,15.02,C,C3,70000.0,debt_consolidation,Current,4.47,452.21,MORTGAGE,Source Verified,10+ years,CO,Medium Income,0
12000,12000, 36 months,14.47,C,C2,93000.0,credit_card,Current,14.66,412.88,MORTGAGE,Not Verified,4 years,IN,High Income,0
16000,16000, 60 months,20.89,D,D4,45000.0,debt_consolidation,Current,25.92,431.87,RENT,Not Verified,10+ years,DE,Medium Income,0
30000,30000, 60 months,17.97,D,D1,65000.0,debt_consolidation,Current,18.89,761.32,MORTGAGE,Source Verified,9 years,TN,Medium Income,0
5000,5000, 36 months,11.31,B,B3,40000.0,debt_consolidation,Current,27.81,164.43,OWN,Not Verified,10+ years,AL,Low Income,0
35000,35000, 36 months,7.56,A,A3,115000.0,credit_card,Current,13.65,1089.69,MORTGAGE,Not Verified,3 years,FL,High Income,0
16000,16000, 60 months,14.47,C,C2,100000.0,debt_consolidation,Current,24.28,376.21,MORTGAGE,Not Verified,8 years,CA,High Income,0
20000,20000, 36 months,16.91,C,C5,62000.0,credit_card,Current,26.48,712.16,OWN,Not Verified,10+ years,IL,Medium Income,0
10000,10000, 60 months,17.97,D,D1,70200.0,debt_consolidation,Current,24.7,253.78,MORTGAGE,Source Verified,3 years,SD,Medium Income,0
12800,12800, 36 months,12.98,B,B5,65000.0,other,Current,28.53,431.16,MORTGAGE,Source Verified,2 years,AZ,Medium Income,0
31250,31250, 36 months,6.46,A,A1,221000.0,credit_card,Current,29.37,957.22,MORTGAGE,Source Verified,10+ years,PA,Very High Income,0
17500,17500, 60 months,13.56,C,C1,70000.0,credit_card,Current,7.87,403.22,RENT,Not Verified,< 1 year,CA,Medium Income,0
24000,24000, 60 months,11.8,B,B4,85000.0,other,Current,26.61,531.45,MORTGAGE,Not Verified,10+ years,FL,High Income,0
7500,7500, 36 months,8.19,A,A4,55150.0,debt_consolidation,Current,21.63,235.69,MORTGAGE,Not Verified,5 years,ID,Medium Income,0
10000,10000, 36 months,8.81,A,A5,56075.0,debt_consolidation,Current,35.12,317.12,MORTGAGE,Verified,10+ years,IN,Medium Income,0
20000,20000, 36 months,13.56,C,C1,65000.0,debt_consolidation,Current,22.06,679.29,MORTGAGE,Verified,4 years,CT,Medium Income,0
35000,35000, 60 months,16.91,C,C5,105000.0,debt_consolidation,Current,22.63,868.15,MORTGAGE,Source Verified,10+ years,PA,High Income,0
5500,5500, 36 months,6.46,A,A1,53000.0,credit_card,Current,16.51,168.47,MORTGAGE,Not Verified,7 years,CT,Medium Income,0
16000,16000, 36 months,8.81,A,A5,100000.0,debt_consolidation,Current,15.76,507.39,MORTGAGE,Source Verified,3 years,TX,High Income,0
24000,24000, 60 months,12.98,B,B5,35000.0,debt_consolidation,Current,22.57,545.83,MORTGAGE,Source Verified,4 years,NY,Low Income,0
35000,35000, 60 months,19.92,D,D3,80000.0,debt_consolidation,Current,25.64,925.73,RENT,Source Verified,10+ years,NJ,Medium Income,0
22000,22000, 36 months,10.72,B,B2,87125.0,credit_card,Current,32.6,717.34,MORTGAGE,Not Verified,2 years,NC,High Income,0
10000,10000, 36 months,8.81,A,A5,84000.0,credit_card,Current,19.16,317.12,MORTGAGE,Not Verified,6 years,NE,High Income,0
33425,33425, 60 months,13.56,C,C1,108000.0,debt_consolidation,Current,24.89,770.14,MORTGAGE,Not Verified,1 year,DE,High Income,0
3500,3500, 36 months,10.72,B,B2,23844.0,debt_consolidation,Current,2.87,114.13,MORTGAGE,Not Verified,10+ years,AZ,Low Income,0
10000,10000, 60 months,14.47,C,C2,48500.0,credit_card,Current,24.99,235.13,MORTGAGE,Not Verified,10+ years,FL,Medium Income,0
35000,35000, 36 months,8.46,A,A5,150000.0,debt_consolidation,Current,22.08,1104.22,MORTGAGE,Source Verified,10+ years,NJ,Very High Income,0
6000,6000, 36 months,11.8,B,B4,58000.0,credit_card,Current,2.13,198.72,RENT,Not Verified,6 years,NC,Medium Income,0
8000,8000, 36 months,10.72,B,B2,85000.0,home_improvement,Current,37.31,260.86,MORTGAGE,Not Verified,10+ years,TX,High Income,0
15000,15000, 36 months,16.91,C,C5,100000.0,debt_consolidation,Current,25.9,534.12,RENT,Source Verified,10+ years,CA,High Income,0
35000,35000, 36 months,16.14,C,C4,650000.0,major_purchase,Current,3.51,1232.92,RENT,Not Verified,2 years,IL,Very High Income,0
4000,4000, 36 months,6.46,A,A1,70000.0,credit_card,Current,11.86,122.53,MORTGAGE,Source Verified,6 years,TX,Medium Income,0
8000,8000, 36 months,20.89,D,D4,40000.0,debt_consolidation,Current,35.43,300.95,MORTGAGE,Not Verified,1 year,PA,Low Income,0
15000,15000, 60 months,14.47,C,C2,25200.0,credit_card,Current,20.24,352.69,RENT,Not Verified,10+ years,OH,Low Income,0
10000,10000, 36 months,16.14,C,C4,96000.0,credit_card,Current,14.6,352.27,RENT,Not Verified,4 years,WA,High Income,0
12000,12000, 60 months,18.94,D,D2,74000.0,debt_consolidation,Current,14.74,310.9,MORTGAGE,Not Verified,10+ years,CA,Medium Income,0
8000,8000, 36 months,10.72,B,B2,52000.0,home_improvement,Current,36.49,260.86,MORTGAGE,Not Verified,10+ years,TN,Medium Income,0
17500,17500, 36 months,14.47,C,C2,130000.0,debt_consolidation,Current,25.25,602.12,MORTGAGE,Verified,10+ years,FL,Very High Income,0
2800,2800, 36 months,10.72,B,B2,85000.0,debt_consolidation,Current,22.63,91.3,MORTGAGE,Not Verified,10+ years,CA,High Income,0
20000,20000, 60 months,10.33,B,B1,140000.0,credit_card,Current,11.62,428.2,MORTGAGE,Verified,4 years,TX,Very High Income,0
15000,15000, 36 months,6.46,A,A1,83000.0,debt_consolidation,Current,12.41,459.47,MORTGAGE,Not Verified,10+ years,KY,High Income,0
11550,11550, 36 months,24.37,E,E2,3500.0,other,Current,347.77,455.39,RENT,Not Verified,10+ years,NY,Low Income,0
20000,20000, 36 months,8.19,A,A4,150000.0,other,Current,12.68,628.49,MORTGAGE,Not Verified,10+ years,CA,Very High Income,0
30000,30000, 60 months,8.19,A,A4,86000.0,debt_consolidation,Current,18.17,611.03,MORTGAGE,Not Verified,4 years,NH,High Income,0
1600,1600, 36 months,19.92,D,D3,70000.0,debt_consolidation,Current,28.56,59.4,RENT,Not Verified,3 years,NJ,Medium Income,0
3600,3600, 36 months,11.8,B,B4,49432.0,credit_card,Current,14.93,119.23,RENT,Source Verified,3 years,NJ,Medium Income,0
20000,20000, 60 months,19.92,D,D3,50000.0,debt_consolidation,Current,31.3,528.99,MORTGAGE,Verified,2 years,MS,Medium Income,0
1800,1800, 36 months,19.92,D,D3,155000.0,home_improvement,Current,14.28,66.83,MORTGAGE,Not Verified,10+ years,PA,Very High Income,0
14400,14400, 36 months,11.8,B,B4,140000.0,debt_consolidation,Current,12.7,476.92,OWN,Source Verified,< 1 year,IN,Very High Income,0
7000,7000, 36 months,10.72,B,B2,28100.0,debt_consolidation,Current,18.75,228.25,OWN,Not Verified,10+ years,NC,Low Income,0
22000,22000, 60 months,11.8,B,B4,41000.0,debt_consolidation,Current,40.78,487.16,MORTGAGE,Source Verified,10+ years,LA,Medium Income,0
15000,15000, 60 months,13.56,C,C1,45000.0,credit_card,Current,14.13,345.62,RENT,Not Verified,< 1 year,FL,Medium Income,0
25000,25000, 36 months,8.81,A,A5,180000.0,debt_consolidation,Current,8.99,792.79,MORTGAGE,Source Verified,7 years,NY,Very High Income,0
1500,1500, 36 months,8.19,A,A4,70000.0,major_purchase,Current,18.76,47.14,OWN,Not Verified,10+ years,MA,Medium Income,0
6000,6000, 36 months,8.19,A,A4,55000.0,credit_card,Current,17.46,188.55,RENT,Source Verified,1 year,WA,Medium Income,0
16000,16000, 36 months,11.31,B,B3,47000.0,debt_consolidation,Current,4.88,526.18,OWN,Not Verified,10+ years,OK,Medium Income,0
5000,5000, 36 months,8.81,A,A5,54000.0,debt_consolidation,Current,27.64,158.56,RENT,Not Verified,6 years,TX,Medium Income,0
12000,12000, 36 months,7.02,A,A2,43000.0,debt_consolidation,Current,12.39,370.64,RENT,Source Verified,1 year,CA,Medium Income,0
17000,17000, 60 months,13.56,C,C1,52000.0,debt_consolidation,Current,12.23,391.7,MORTGAGE,Source Verified,3 years,GA,Medium Income,0
20000,20000, 60 months,13.56,C,C1,237254.0,debt_consolidation,Current,12.97,460.82,MORTGAGE,Not Verified,< 1 year,CA,Very High Income,0
10000,10000, 36 months,13.56,C,C1,60000.0,house,Current,27.1,339.65,OWN,Verified,10+ years,ME,Medium Income,0
10000,10000, 60 months,12.98,B,B5,32000.0,debt_consolidation,Fully Paid,31.66,227.43,OWN,Verified,3 years,WI,Low Income,0
1000,1000, 36 months,24.37,E,E2,95600.0,debt_consolidation,Current,35.97,39.43,MORTGAGE,Not Verified,2 years,VA,High Income,0
6000,6000, 36 months,8.19,A,A4,38000.0,debt_consolidation,Current,6.1,188.55,RENT,Not Verified,10+ years,NY,Low Income,0
25000,25000, 36 months,23.4,E,E1,79000.0,credit_card,Fully Paid,29.35,972.97,MORTGAGE,Verified,10+ years,AL,Medium Income,0
4000,4000, 36 months,16.91,C,C5,28000.0,debt_consolidation,Current,13.29,142.44,RENT,Not Verified,3 years,AZ,Low Income,0
29700,29700, 36 months,11.8,B,B4,56256.0,debt_consolidation,Fully Paid,17.51,983.64,RENT,Verified,10+ years,VA,Medium Income,0
35000,35000, 36 months,8.81,A,A5,122000.0,debt_consolidation,Current,9.57,1109.9,RENT,Not Verified,10+ years,NY,Very High Income,0
3000,3000, 36 months,10.72,B,B2,34992.0,debt_consolidation,Current,18.59,97.82,MORTGAGE,Source Verified,5 years,FL,Low Income,0
35000,35000, 60 months,8.81,A,A5,175000.0,credit_card,Current,20.19,723.32,RENT,Not Verified,10+ years,CO,Very High Income,0
15000,15000, 36 months,11.31,B,B3,90000.0,credit_card,Current,19.45,493.29,MORTGAGE,Not Verified,1 year,FL,High Income,0
26775,26775, 36 months,15.02,C,C3,158000.0,debt_consolidation,Current,20.94,928.43,RENT,Source Verified,10+ years,CA,Very High Income,0
6000,6000, 36 months,23.4,E,E1,30000.0,credit_card,Current,36.12,233.52,MORTGAGE,Verified,10+ years,KY,Low Income,0
37000,37000, 36 months,16.91,C,C5,110000.0,debt_consolidation,Fully Paid,23.04,1317.5,RENT,Source Verified,1 year,CA,High Income,0
17000,17000, 36 months,7.02,A,A2,85000.0,credit_card,Current,7.31,525.07,MORTGAGE,Verified,10+ years,WY,High Income,0
9000,9000, 36 months,11.8,B,B4,60000.0,credit_card,Current,9.16,298.07,MORTGAGE,Source Verified,10+ years,LA,Medium Income,0
12000,12000, 60 months,26.31,E,E4,30000.0,other,Current,9.24,361.5,MORTGAGE,Source Verified,1 year,HI,Low Income,0
1500,1500, 36 months,14.47,C,C2,130000.0,home_improvement,Current,31.0,51.61,MORTGAGE,Source Verified,10+ years,IL,Very High Income,0
10000,10000, 36 months,10.33,B,B1,105000.0,moving,Current,6.82,324.23,RENT,Source Verified,< 1 year,AL,High Income,0
10000,10000, 36 months,13.56,C,C1,45000.0,debt_consolidation,Current,18.4,339.65,OWN,Source Verified,2 years,OK,Medium Income,0
6000,6000, 36 months,8.19,A,A4,87500.0,debt_consolidation,Current,13.26,188.55,MORTGAGE,Not Verified,2 years,IL,High Income,0
32400,32400, 60 months,16.91,C,C5,61000.0,debt_consolidation,Current,19.16,803.66,OWN,Verified,10+ years,IN,Medium Income,0
30000,30000, 36 months,20.89,D,D4,48903.0,credit_card,Current,20.24,1128.56,RENT,Source Verified,9 years,MA,Medium Income,0
30000,30000, 36 months,18.94,D,D2,225000.0,debt_consolidation,Late (31-120 days),18.01,1098.78,MORTGAGE,Source Verified,8 years,TX,Very High Income,0
2500,2500, 36 months,8.19,A,A4,29556.0,home_improvement,Current,26.51,78.57,MORTGAGE,Not Verified,10+ years,FL,Low Income,0
16000,16000, 36 months,13.56,C,C1,65000.0,credit_card,Current,8.05,543.43,RENT,Not Verified,10+ years,PA,Medium Income,0
1000,1000, 36 months,25.34,E,E3,60000.0,other,Current,3.0,39.94,RENT,Not Verified,2 years,NV,Medium Income,0
9275,9275, 36 months,13.56,C,C1,38000.0,debt_consolidation,Current,20.21,315.02,RENT,Verified,1 year,OR,Low Income,0
18000,18000, 60 months,12.98,B,B5,70000.0,debt_consolidation,Current,20.5,409.38,RENT,Not Verified,2 years,CA,Medium Income,0
35000,35000, 60 months,17.97,D,D1,145000.0,debt_consolidation,Current,12.78,888.2,MORTGAGE,Not Verified,10+ years,VA,Very High Income,0
25000,25000, 36 months,8.19,A,A4,50000.0,debt_consolidation,Current,26.36,785.61,RENT,Not Verified,10+ years,CA,Medium Income,0
30000,30000, 36 months,8.81,A,A5,75000.0,debt_consolidation,Current,14.99,951.35,RENT,Source Verified,7 years,FL,Medium Income,0
10000,10000, 60 months,18.94,D,D2,36000.0,debt_consolidation,Current,8.13,259.08,OWN,Not Verified,10+ years,LA,Low Income,0
7000,7000, 36 months,7.56,A,A3,54000.0,debt_consolidation,Current,9.53,217.94,OWN,Source Verified,< 1 year,TX,Medium Income,0
12000,12000, 60 months,16.91,C,C5,21500.0,debt_consolidation,Current,5.03,297.66,OWN,Source Verified,10+ years,NC,Low Income,0
7000,7000, 36 months,19.92,D,D3,90800.0,car,Current,32.13,259.86,MORTGAGE,Source Verified,2 years,GA,High Income,0
10400,10400, 36 months,7.02,A,A2,70000.0,home_improvement,Current,2.64,321.22,MORTGAGE,Verified,7 years,TX,Medium Income,0
19000,19000, 60 months,13.56,C,C1,42500.0,debt_consolidation,Current,18.24,437.78,MORTGAGE,Verified,2 years,WY,Medium Income,0
7000,7000, 36 months,11.31,B,B3,35040.0,debt_consolidation,Current,33.01,230.21,RENT,Source Verified,< 1 year,PA,Low Income,0
24000,24000, 36 months,6.46,A,A1,180000.0,debt_consolidation,Current,15.23,735.14,MORTGAGE,Not Verified,2 years,VA,Very High Income,0
6600,6600, 36 months,22.35,D,D5,40000.0,credit_card,Current,15.18,253.26,RENT,Not Verified,3 years,AK,Low Income,0
40000,40000, 60 months,12.98,B,B5,109000.0,credit_card,Current,24.44,909.72,RENT,Source Verified,10+ years,MI,High Income,0
14400,14400, 60 months,11.8,B,B4,170000.0,credit_card,Current,3.35,318.87,MORTGAGE,Not Verified,10+ years,CA,Very High Income,0
4500,4500, 36 months,16.14,C,C4,40000.0,debt_consolidation,Current,17.94,158.52,RENT,Source Verified,5 years,IL,Low Income,0
25000,25000, 60 months,16.14,C,C4,69324.0,credit_card,Current,30.41,609.82,MORTGAGE,Verified,10+ years,PA,Medium Income,0
20000,20000, 60 months,13.56,C,C1,70000.0,other,Current,60.91,460.82,RENT,Verified,5 years,NV,Medium Income,0
15000,15000, 60 months,11.31,B,B3,60000.0,debt_consolidation,Current,9.82,328.47,MORTGAGE,Not Verified,10+ years,FL,Medium Income,0
2100,2100, 36 months,16.14,C,C4,125000.0,other,Current,17.9,73.98,MORTGAGE,Not Verified,7 years,CO,Very High Income,0
40000,40000, 60 months,8.19,A,A4,207000.0,debt_consolidation,Current,14.69,814.7,MORTGAGE,Verified,6 years,NY,Very High Income,0
35000,35000, 60 months,14.47,C,C2,150000.0,debt_consolidation,Current,9.23,822.95,MORTGAGE,Source Verified,10+ years,GA,Very High Income,0
15000,15000, 60 months,14.47,C,C2,45000.0,debt_consolidation,Current,30.61,352.69,RENT,Source Verified,3 years,RI,Medium Income,0
10000,10000, 36 months,11.31,B,B3,72155.0,debt_consolidation,Current,32.15,328.86,MORTGAGE,Source Verified,3 years,GA,Medium Income,0
18500,18500, 36 months,6.46,A,A1,85000.0,debt_consolidation,Current,16.28,566.67,MORTGAGE,Not Verified,2 years,CO,High Income,0
32000,32000, 36 months,8.81,A,A5,45000.0,debt_consolidation,Current,44.27,1014.77,MORTGAGE,Verified,3 years,PA,Medium Income,0
15000,15000, 36 months,10.72,B,B2,45515.0,debt_consolidation,Current,5.54,489.1,OWN,Source Verified,2 years,TN,Medium Income,0
10000,10000, 36 months,8.19,A,A4,56743.0,debt_consolidation,Current,23.05,314.25,RENT,Source Verified,< 1 year,CA,Medium Income,0
5000,5000, 36 months,14.47,C,C2,38000.0,credit_card,Current,20.15,172.04,RENT,Not Verified,1 year,RI,Low Income,0
10000,10000, 60 months,10.33,B,B1,155000.0,credit_card,Current,13.05,214.1,MORTGAGE,Source Verified,10+ years,CA,Very High Income,0
5100,5100, 36 months,25.34,E,E3,36000.0,car,Current,6.47,203.7,RENT,Verified,5 years,AZ,Low Income,0
5700,5700, 36 months,14.47,C,C2,37788.0,debt_consolidation,Current,21.28,196.12,RENT,Not Verified,10+ years,TX,Low Income,0
18000,18000, 60 months,19.92,D,D3,120000.0,debt_consolidation,Current,10.42,476.09,RENT,Verified,10+ years,OH,High Income,0
40000,40000, 36 months,7.56,A,A3,110000.0,debt_consolidation,Current,29.16,1245.36,RENT,Not Verified,< 1 year,MA,High Income,0
24000,24000, 36 months,6.46,A,A1,300000.0,debt_consolidation,Current,3.71,735.14,MORTGAGE,Source Verified,4 years,TX,Very High Income,0
2000,2000, 36 months,23.4,E,E1,40000.0,other,Current,13.41,77.84,RENT,Verified,10+ years,OH,Low Income,0
40000,40000, 60 months,16.91,C,C5,84000.0,debt_consolidation,Current,4.3,992.17,RENT,Source Verified,< 1 year,MT,High Income,0
17500,17500, 60 months,20.89,D,D4,40000.0,credit_card,Current,21.84,472.36,RENT,Verified,10+ years,NJ,Low Income,0
15000,15000, 36 months,8.81,A,A5,40000.0,house,Current,22.16,475.68,RENT,Verified,< 1 year,CO,Low Income,0
25775,25775, 60 months,15.02,C,C3,119600.0,debt_consolidation,Current,31.38,613.46,MORTGAGE,Source Verified,8 years,AZ,High Income,0
16000,16000, 36 months,7.02,A,A2,99000.0,debt_consolidation,Current,12.74,494.18,MORTGAGE,Not Verified,< 1 year,OH,High Income,0
28000,28000, 60 months,8.19,A,A4,75000.0,credit_card,Current,15.26,570.29,MORTGAGE,Not Verified,< 1 year,ND,Medium Income,0
10000,10000, 36 months,16.91,C,C5,60000.0,debt_consolidation,Current,11.41,356.08,MORTGAGE,Not Verified,5 years,TX,Medium Income,0
2500,2500, 36 months,11.31,B,B3,38000.0,debt_consolidation,Current,22.11,82.22,RENT,Not Verified,3 years,CA,Low Income,0
8000,8000, 36 months,13.56,C,C1,55000.0,debt_consolidation,Current,17.17,271.72,RENT,Not Verified,1 year,CO,Medium Income,0
12000,12000, 60 months,16.91,C,C5,91000.0,debt_consolidation,Current,23.56,297.66,MORTGAGE,Verified,10+ years,PA,High Income,0
24000,24000, 60 months,16.14,C,C4,65000.0,debt_consolidation,Current,28.42,585.43,MORTGAGE,Verified,2 years,GA,Medium Income,0
11000,11000, 36 months,10.72,B,B2,36000.0,credit_card,Current,15.23,358.67,RENT,Source Verified,10+ years,IL,Low Income,0
15000,15000, 60 months,17.97,D,D1,60944.0,credit_card,Current,7.15,380.66,MORTGAGE,Source Verified,10+ years,PA,Medium Income,0
25000,25000, 60 months,20.89,D,D4,50000.0,debt_consolidation,Current,16.39,674.79,MORTGAGE,Verified,10+ years,GA,Medium Income,0
10000,10000, 60 months,13.56,C,C1,32500.0,debt_consolidation,Current,8.31,230.41,RENT,Not Verified,10+ years,CA,Low Income,0
4800,4800, 36 months,16.14,C,C4,50000.0,home_improvement,Current,30.39,169.09,RENT,Source Verified,4 years,NE,Medium Income,0
11500,11500, 60 months,19.92,D,D3,43000.0,debt_consolidation,Current,14.37,304.17,MORTGAGE,Not Verified,10+ years,AZ,Medium Income,0
26925,26925, 36 months,8.81,A,A5,40000.0,credit_card,Current,57.43,853.83,MORTGAGE,Source Verified,10+ years,CA,Low Income,0
40000,40000, 60 months,11.8,B,B4,123000.0,credit_card,Current,18.73,885.75,MORTGAGE,Source Verified,10+ years,AZ,Very High Income,0
6000,6000, 36 months,10.72,B,B2,40000.0,debt_consolidation,Current,25.56,195.64,MORTGAGE,Source Verified,5 years,PA,Low Income,0
10000,10000, 36 months,10.33,B,B1,53000.0,credit_card,Current,12.66,324.23,MORTGAGE,Source Verified,6 years,NV,Medium Income,0
